,ref_no,project,family,genus,species,day,month,month_numeric,year,state,county,locality,resurvey_site,genusspeciesconcat,ioc.key,latitude,longitude
133,,active_resurvey,Paridae,Poecile,carolinensis,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
324,,active_resurvey,Turdidae,Turdus,migratorius,27,March,3,2023,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Turdusmigratorius,Turdus:migratorius,37.728062,-96.002444
325,,active_resurvey,Tyrannidae,Sayornis,phoebe,27,March,3,2023,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sayornisphoebe,Sayornis:phoebe,37.728062,-96.002444
326,,active_resurvey,Paridae,Poecile,carolinensis,27,March,3,2023,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
327,,active_resurvey,Paridae,Poecile,carolinensis,28,March,3,2023,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
155,KT_39199,active_resurvey,Passerellidae,Melospiza,melodia,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Melospizamelodia,Melospiza:melodia,37.728062,-96.002444
156,KT_39200,active_resurvey,Cardinalidae,Cardinalis,cardinalis,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Cardinaliscardinalis,Cardinalis:cardinalis,37.728062,-96.002444
157,KT_39201,active_resurvey,Passerellidae,Spizella,pusilla,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Spizellapusilla,Spizella:pusilla,37.728062,-96.002444
158,KT_39202,active_resurvey,Mimidae,Mimus,polyglottos,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Mimuspolyglottos,Mimus:polyglottos,37.728062,-96.002444
159,KT_39203,active_resurvey,Passerellidae,Melospiza,melodia,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Melospizamelodia,Melospiza:melodia,37.728062,-96.002444
160,KT_39204,active_resurvey,Passerellidae,Spizella,pusilla,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Spizellapusilla,Spizella:pusilla,37.728062,-96.002444
161,KT_39205,active_resurvey,Passerellidae,Melospiza,melodia,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Melospizamelodia,Melospiza:melodia,37.728062,-96.002444
162,KT_39206,active_resurvey,Passerellidae,Zonotrichia,querula,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Zonotrichiaquerula,Zonotrichia:querula,37.728062,-96.002444
163,KT_39207,active_resurvey,Passerellidae,Junco,hyemalis,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Juncohyemalis,Junco:hyemalis,37.728062,-96.002444
164,KT_39208,active_resurvey,Passerellidae,Zonotrichia,querula,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Zonotrichiaquerula,Zonotrichia:querula,37.728062,-96.002444
165,KT_39209,active_resurvey,Mimidae,Mimus,polyglottos,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Mimuspolyglottos,Mimus:polyglottos,37.728062,-96.002444
166,KT_39210,active_resurvey,Tyrannidae,Sayornis,phoebe,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sayornisphoebe,Sayornis:phoebe,37.728062,-96.002444
167,KT_39211,active_resurvey,Passerellidae,Zonotrichia,querula,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Zonotrichiaquerula,Zonotrichia:querula,37.728062,-96.002444
168,KT_39212,active_resurvey,Passerellidae,Junco,hyemalis,9,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Juncohyemalis,Junco:hyemalis,37.728062,-96.002444
169,KT_39213,active_resurvey,Icteridae,Molothrus,ater,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Molothrusater,Molothrus:ater,37.728062,-96.002444
170,KT_39214,active_resurvey,Passerellidae,Pipilo,maculatus,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Pipilomaculatus,Pipilo:maculatus,37.728062,-96.002444
171,KT_39215,active_resurvey,Paridae,Baeolophus,bicolor,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Baeolophusbicolor,Baeolophus:bicolor,37.728062,-96.002444
172,KT_39216,active_resurvey,Bombycillidae,Bombycilla,cedrorum,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Bombycillacedrorum,Bombycilla:cedrorum,37.728062,-96.002444
173,KT_39217,active_resurvey,Picidae,Melanerpes,carolinus,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Melanerpescarolinus,Melanerpes:carolinus,37.728062,-96.002444
174,KT_39218,active_resurvey,Paridae,Poecile,carolinensis,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
175,KT_39219,active_resurvey,Passerellidae,Zonotrichia,leucophrys,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Zonotrichialeucophrys,Zonotrichia:leucophrys,37.728062,-96.002444
176,KT_39220,active_resurvey,Icteridae,Sturnella,magna,11,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sturnellamagna,Sturnella:magna,37.728062,-96.002444
177,KT_39221,active_resurvey,Bombycillidae,Bombycilla,cedrorum,11,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Bombycillacedrorum,Bombycilla:cedrorum,37.728062,-96.002444
178,KT_39222,active_resurvey,Bombycillidae,Bombycilla,cedrorum,11,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Bombycillacedrorum,Bombycilla:cedrorum,37.728062,-96.002444
179,KT_39223,active_resurvey,Passerellidae,Melospiza,melodia,11,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Melospizamelodia,Melospiza:melodia,37.728062,-96.002444
180,KT_39224,active_resurvey,Paridae,Poecile,sp.,11,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilesp.,Poecile:sp.,37.728062,-96.002444
181,KT_39225,active_resurvey,Tyrannidae,Sayornis,phoebe,11,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sayornisphoebe,Sayornis:phoebe,37.728062,-96.002444
182,KT_39226,active_resurvey,Tyrannidae,Sayornis,phoebe,11,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sayornisphoebe,Sayornis:phoebe,37.728062,-96.002444
183,KT_39227,active_resurvey,Passerellidae,Zonotrichia,leucophrys,11,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Zonotrichialeucophrys,Zonotrichia:leucophrys,37.728062,-96.002444
222,KT_39266,active_resurvey,Turdidae,Sialia,sialis,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sialiasialis,Sialia:sialis,37.728062,-96.002444
223,KT_39267,active_resurvey,Turdidae,Sialia,sialis,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sialiasialis,Sialia:sialis,37.728062,-96.002444
224,KT_39268,active_resurvey,Cardinalidae,Cardinalis,cardinalis,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Cardinaliscardinalis,Cardinalis:cardinalis,37.728062,-96.002444
225,KT_39269,active_resurvey,Passerellidae,Zonotrichia,querula,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Zonotrichiaquerula,Zonotrichia:querula,37.728062,-96.002444
226,KT_39270,active_resurvey,Picidae,Dryobates,pubescens,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Dryobatespubescens,Dryobates:pubescens,37.728062,-96.002444
227,KT_39271,active_resurvey,Passerellidae,Passerculus,sandwichensis,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Passerculussandwichensis,Passerculus:sandwichensis,37.728062,-96.002444
228,KT_39272,active_resurvey,Passerellidae,Pooecetes,gramineus,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Pooecetesgramineus,Pooecetes:gramineus,37.728062,-96.002444
229,KT_39273,active_resurvey,Paridae,Baeolophus,bicolor,10,March,3,2024,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Baeolophusbicolor,Baeolophus:bicolor,37.728062,-96.002444
29,,active_resurvey,Icteridae,Icterus,spurius,22,May,5,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Icterusspurius,Icterus:spurius,38.04441,-101.99097
30,,active_resurvey,Corvidae,Pica,hudsonia,22,May,5,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Picahudsonia,Pica:hudsonia,38.04441,-101.99097
31,,active_resurvey,Icteridae,Icterus,spurius,4,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Icterusspurius,Icterus:spurius,38.04441,-101.99097
32,,active_resurvey,Icteridae,Icterus,spurius,4,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Icterusspurius,Icterus:spurius,38.04441,-101.99097
33,,active_resurvey,Tyrannidae,Myiarchus,crinitus,4,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Myiarchuscrinitus,Myiarchus:crinitus,38.04441,-101.99097
34,,active_resurvey,Icteriidae,Icteria,virens,4,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Icteriavirens,Icteria:virens,38.04441,-101.99097
35,,active_resurvey,Icteriidae,Icteria,virens,4,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Icteriavirens,Icteria:virens,38.04441,-101.99097
36,,active_resurvey,Picidae,Colaptes,auratus,4,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
37,,active_resurvey,Caprimulgidae,Chordeiles,minor,4,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Chordeilesminor,Chordeiles:minor,38.04441,-101.99097
38,,active_resurvey,Tyrannidae,Myiarchus,crinitus,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Myiarchuscrinitus,Myiarchus:crinitus,38.04441,-101.99097
39,,active_resurvey,Cardinalidae,Passerina,caerulea,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Passerinacaerulea,Passerina:caerulea,38.04441,-101.99097
40,,active_resurvey,Corvidae,Pica,hudsonia,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Picahudsonia,Pica:hudsonia,38.04441,-101.99097
41,,active_resurvey,Picidae,Colaptes,auratus,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
42,,active_resurvey,Picidae,Colaptes,auratus,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
43,,active_resurvey,Picidae,Colaptes,auratus,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
44,,active_resurvey,Picidae,Colaptes,auratus,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
45,,active_resurvey,Picidae,Colaptes,auratus,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
46,,active_resurvey,Picidae,Colaptes,auratus,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
47,,active_resurvey,Strigidae,Athene,cunicularia,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Athenecunicularia,Athene:cunicularia,38.04441,-101.99097
48,,active_resurvey,Corvidae,Cyanocitta,cristata,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Cyanocittacristata,Cyanocitta:cristata,38.04441,-101.99097
49,,active_resurvey,Strigidae,Megascops,asio,22,June,6,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Megascopsasio,Megascops:asio,38.04441,-101.99097
79,,active_resurvey,Troglodytidae,Cistothorus,palustris,16,November,11,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Cistothoruspalustris,Cistothorus:palustris,38.04441,-101.99097
80,,active_resurvey,Troglodytidae,Thryomanes,bewickii,19,November,11,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Thryomanesbewickii,Thryomanes:bewickii,38.04441,-101.99097
81,,active_resurvey,Passerellidae,Zonotrichia,leucophrys,19,November,11,2020,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Zonotrichialeucophrys,Zonotrichia:leucophrys,38.04441,-101.99097
82,,active_resurvey,Strigidae,Bubo,virginianus,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Bubovirginianus,Bubo:virginianus,38.04441,-101.99097
83,,active_resurvey,Strigidae,Bubo,virginianus,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Bubovirginianus,Bubo:virginianus,38.04441,-101.99097
84,,active_resurvey,Mimidae,Toxostoma,curvirostre,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Toxostomacurvirostre,Toxostoma:curvirostre,38.04441,-101.99097
85,,active_resurvey,Picidae,Melanerpes,carolinus,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Melanerpescarolinus,Melanerpes:carolinus,38.04441,-101.99097
86,,active_resurvey,Accipitridae,Buteo,jamaicensis,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Buteojamaicensis,Buteo:jamaicensis,38.04441,-101.99097
87,,active_resurvey,Picidae,Leuconotopicus,villosus,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Leuconotopicusvillosus,Leuconotopicus:villosus,38.04441,-101.99097
88,,active_resurvey,Picidae,Colaptes,auratus,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
89,,active_resurvey,Picidae,Colaptes,auratus,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
90,,active_resurvey,Accipitridae,Buteo,jamaicensis,3,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Buteojamaicensis,Buteo:jamaicensis,38.04441,-101.99097
91,,active_resurvey,Picidae,Colaptes,auratus,4,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
92,,active_resurvey,Picidae,Colaptes,auratus,4,April,4,2021,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colaptesauratus,Colaptes:auratus,38.04441,-101.99097
304,,active_resurvey,Passerellidae,Zonotrichia,leucophrys,11,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Zonotrichialeucophrys,Zonotrichia:leucophrys,38.04441,-101.99097
305,,active_resurvey,Laniidae,Lanius,excubitor,11,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Laniusexcubitor,Lanius:excubitor,38.04441,-101.99097
306,,active_resurvey,Corvidae,Cyanocitta,cristata,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Cyanocittacristata,Cyanocitta:cristata,38.04441,-101.99097
307,,active_resurvey,Fringillidae,Haemorhous,mexicanus,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Haemorhousmexicanus,Haemorhous:mexicanus,38.04441,-101.99097
308,,active_resurvey,Falconidae,Falco,columbarius,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Falcocolumbarius,Falco:columbarius,38.04441,-101.99097
309,,active_resurvey,Troglodytidae,Cistothorus,palustris,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Cistothoruspalustris,Cistothorus:palustris,38.04441,-101.99097
310,,active_resurvey,Laniidae,Lanius,excubitor,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Laniusexcubitor,Lanius:excubitor,38.04441,-101.99097
311,,active_resurvey,Picidae,Dryobates,pubescens,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Dryobatespubescens,Dryobates:pubescens,38.04441,-101.99097
312,,active_resurvey,Passerellidae,Zonotrichia,leucophrys,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Zonotrichialeucophrys,Zonotrichia:leucophrys,38.04441,-101.99097
313,,active_resurvey,Passerellidae,Spizelloides,arborea,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Spizelloidesarborea,Spizelloides:arborea,38.04441,-101.99097
314,,active_resurvey,Passerellidae,Melospiza,melodia,12,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Melospizamelodia,Melospiza:melodia,38.04441,-101.99097
315,,active_resurvey,Laniidae,Lanius,excubitor,13,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Laniusexcubitor,Lanius:excubitor,38.04441,-101.99097
316,,active_resurvey,Odontophoridae,Colinus,virginianus,13,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colinusvirginianus,Colinus:virginianus,38.04441,-101.99097
317,,active_resurvey,Odontophoridae,Colinus,virginianus,13,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Colinusvirginianus,Colinus:virginianus,38.04441,-101.99097
318,,active_resurvey,Corvidae,Cyanocitta,cristata,13,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Cyanocittacristata,Cyanocitta:cristata,38.04441,-101.99097
319,,active_resurvey,Passerellidae,Junco,hyemalis,13,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Juncohyemalis,Junco:hyemalis,38.04441,-101.99097
320,,active_resurvey,Corvidae,Aphelocoma,woodhouseii,13,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Aphelocomawoodhouseii,Aphelocoma:woodhouseii,38.04441,-101.99097
321,,active_resurvey,Corvidae,Aphelocoma,woodhouseii,13,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Aphelocomawoodhouseii,Aphelocoma:woodhouseii,38.04441,-101.99097
322,,active_resurvey,Alaudidae,Eremophila,alpestris,13,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Eremophilaalpestris,Eremophila:alpestris,38.04441,-101.99097
323,,active_resurvey,Accipitridae,Accipiter,striatus,14,November,11,2022,Kansas,Hamilton,Coolidge area,Kansas: Hamilton Co.; Coolidge area,Accipiterstriatus,Accipiter:striatus,38.04441,-101.99097
121,,active_resurvey,Picidae,Melanerpes,carolinus,1,April,4,2022,Kansas,Douglas,,Kansas: Douglas Co.; Clinton Lake,Melanerpescarolinus,Melanerpes:carolinus,38.894773,-95.297544
122,,active_resurvey,Troglodytidae,Troglodytes,hiemalis,1,April,4,2022,Kansas,Douglas,,Kansas: Douglas Co.; Clinton Lake,Troglodyteshiemalis,Troglodytes:hiemalis,38.894773,-95.297544
123,,active_resurvey,Paridae,Baeolophus,bicolor,1,April,4,2022,Kansas,Douglas,,Kansas: Douglas Co.; Clinton Lake,Baeolophusbicolor,Baeolophus:bicolor,38.894773,-95.297544
124,,active_resurvey,Picidae,Dryobates,pubescens,1,April,4,2022,Kansas,Douglas,,Kansas: Douglas Co.; Clinton Lake,Dryobatespubescens,Dryobates:pubescens,38.894773,-95.297544
125,,active_resurvey,Picidae,Dryocopus,pileatus,1,April,4,2022,Kansas,Douglas,,Kansas: Douglas Co.; Clinton Lake,Dryocopuspileatus,Dryocopus:pileatus,38.894773,-95.297544
126,,active_resurvey,Sittidae,Sitta,carolinensis,1,April,4,2022,Kansas,Douglas,,Kansas: Douglas Co.; Clinton Lake,Sittacarolinensis,Sitta:carolinensis,38.894773,-95.297544
127,,active_resurvey,Sittidae,Sitta,carolinensis,1,April,4,2022,Kansas,Douglas,,Kansas: Douglas Co.; Clinton Lake,Sittacarolinensis,Sitta:carolinensis,38.894773,-95.297544
134,,active_resurvey,Parulidae,Parkesia,motacilla,9,April,4,2022,Kansas,Douglas,,Kansas: Douglas Co.; Clinton Lake,Parkesiamotacilla,Parkesia:motacilla,38.894773,-95.297544
