,ref_no,project,family,genus,species,day,month,month_numeric,year,state,county,locality,resurvey_site,genusspeciesconcat,ioc.key,latitude,longitude
4,,active_resurvey,Sittidae,Sitta,carolinensis,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Sittacarolinensis,Sitta:carolinensis,37.12151,-101.897766
5,,active_resurvey,Tyrannidae,Pyrocephalus,rubinus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Pyrocephalusrubinus,Pyrocephalus:rubinus,37.12151,-101.897766
6,,active_resurvey,Strigidae,Bubo,virginianus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Bubovirginianus,Bubo:virginianus,37.12151,-101.897766
7,,active_resurvey,Strigidae,Bubo,virginianus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Bubovirginianus,Bubo:virginianus,37.12151,-101.897766
8,,active_resurvey,Strigidae,Bubo,virginianus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Bubovirginianus,Bubo:virginianus,37.12151,-101.897766
9,,active_resurvey,Picidae,Leuconotopicus,villosus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Leuconotopicusvillosus,Leuconotopicus:villosus,37.12151,-101.897766
10,,active_resurvey,Troglodytidae,Salpinctes,obsoletus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Salpinctesobsoletus,Salpinctes:obsoletus,37.12151,-101.897766
11,,active_resurvey,Picidae,Leuconotopicus,villosus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Leuconotopicusvillosus,Leuconotopicus:villosus,37.12151,-101.897766
12,,active_resurvey,Picidae,Colaptes,auratus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Colaptesauratus,Colaptes:auratus,37.12151,-101.897766
13,,active_resurvey,Picidae,Colaptes,auratus,6,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Colaptesauratus,Colaptes:auratus,37.12151,-101.897766
14,,active_resurvey,Laniidae,Lanius,ludovicianus,7,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Laniusludovicianus,Lanius:ludovicianus,37.12151,-101.897766
15,,active_resurvey,Picidae,Dryobates,pubescens,7,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Dryobatespubescens,Dryobates:pubescens,37.12151,-101.897766
16,,active_resurvey,Accipitridae,Buteo,jamaicensis,20,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Buteojamaicensis,Buteo:jamaicensis,37.12151,-101.897766
17,,active_resurvey,Tyrannidae,Sayornis,saya,20,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Sayornissaya,Sayornis:saya,37.12151,-101.897766
18,,active_resurvey,Caprimulgidae,Phalaenoptilus,nuttallii,20,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Phalaenoptilusnuttallii,Phalaenoptilus:nuttallii,37.12151,-101.897766
19,,active_resurvey,Strigidae,Aegolius,acadicus,20,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Aegoliusacadicus,Aegolius:acadicus,37.12151,-101.897766
20,,active_resurvey,Mimidae,Mimus,polyglottos,20,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Mimuspolyglottos,Mimus:polyglottos,37.12151,-101.897766
21,,active_resurvey,Passerellidae,Pipilo,maculatus,21,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Pipilomaculatus,Pipilo:maculatus,37.12151,-101.897766
22,,active_resurvey,Mimidae,Mimus,polyglottos,21,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Mimuspolyglottos,Mimus:polyglottos,37.12151,-101.897766
23,,active_resurvey,Picidae,Colaptes,auratus,21,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Colaptesauratus,Colaptes:auratus,37.12151,-101.897766
24,,active_resurvey,Picidae,Colaptes,auratus,21,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Colaptesauratus,Colaptes:auratus,37.12151,-101.897766
25,,active_resurvey,Picidae,Colaptes,auratus,21,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Colaptesauratus,Colaptes:auratus,37.12151,-101.897766
26,,active_resurvey,Picidae,Colaptes,auratus,21,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Colaptesauratus,Colaptes:auratus,37.12151,-101.897766
27,,active_resurvey,Picidae,Colaptes,auratus,21,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Colaptesauratus,Colaptes:auratus,37.12151,-101.897766
28,,active_resurvey,Picidae,Colaptes,auratus,21,April,4,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Colaptesauratus,Colaptes:auratus,37.12151,-101.897766
50,,active_resurvey,Cardinalidae,Piranga,ludoviciana,12,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Pirangaludoviciana,Piranga:ludoviciana,37.12151,-101.897766
51,,active_resurvey,Picidae,Dryobates,pubescens,12,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Dryobatespubescens,Dryobates:pubescens,37.12151,-101.897766
52,,active_resurvey,Corvidae,Aphelocoma,woodhouseii,12,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Aphelocomawoodhouseii,Aphelocoma:woodhouseii,37.12151,-101.897766
53,,active_resurvey,Corvidae,Aphelocoma,woodhouseii,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Aphelocomawoodhouseii,Aphelocoma:woodhouseii,37.12151,-101.897766
54,,active_resurvey,Mimidae,Oreoscoptes,montanus,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Oreoscoptesmontanus,Oreoscoptes:montanus,37.12151,-101.897766
55,,active_resurvey,Troglodytidae,Thryomanes,bewickii,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Thryomanesbewickii,Thryomanes:bewickii,37.12151,-101.897766
56,,active_resurvey,Passerellidae,Pooecetes,gramineus,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Pooecetesgramineus,Pooecetes:gramineus,37.12151,-101.897766
57,,active_resurvey,Parulidae,Setophaga,townsendi,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Setophagatownsendi,Setophaga:townsendi,37.12151,-101.897766
58,,active_resurvey,Cardinalidae,Pheucticus,melanocephalus,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Pheucticusmelanocephalus,Pheucticus:melanocephalus,37.12151,-101.897766
59,,active_resurvey,Passerellidae,Spizella,breweri,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Spizellabreweri,Spizella:breweri,37.12151,-101.897766
60,,active_resurvey,Passerellidae,Spizella,breweri,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Spizellabreweri,Spizella:breweri,37.12151,-101.897766
61,,active_resurvey,Passerellidae,Aimophila,ruficeps,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Aimophilaruficeps,Aimophila:ruficeps,37.12151,-101.897766
62,,active_resurvey,Corvidae,Aphelocoma,woodhouseii,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Aphelocomawoodhouseii,Aphelocoma:woodhouseii,37.12151,-101.897766
63,,active_resurvey,Tyrannidae,Tyrannus,vociferans,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Tyrannusvociferans,Tyrannus:vociferans,37.12151,-101.897766
64,,active_resurvey,Picidae,Dryobates,pubescens,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Dryobatespubescens,Dryobates:pubescens,37.12151,-101.897766
65,,active_resurvey,Caprimulgidae,Chordeiles,minor,13,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Chordeilesminor,Chordeiles:minor,37.12151,-101.897766
66,,active_resurvey,Passerellidae,Spizella,breweri,14,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Spizellabreweri,Spizella:breweri,37.12151,-101.897766
67,,active_resurvey,Tyrannidae,Contopus,sordidulus,14,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Contopussordidulus,Contopus:sordidulus,37.12151,-101.897766
68,,active_resurvey,Tyrannidae,Contopus,sordidulus,14,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Contopussordidulus,Contopus:sordidulus,37.12151,-101.897766
69,,active_resurvey,Tyrannidae,Contopus,sordidulus,14,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Contopussordidulus,Contopus:sordidulus,37.12151,-101.897766
70,,active_resurvey,Passerellidae,Peucaea,cassinii,14,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Peucaeacassinii,Peucaea:cassinii,37.12151,-101.897766
71,,active_resurvey,Tyrannidae,Contopus,cooperi,14,September,9,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Contopuscooperi,Contopus:cooperi,37.12151,-101.897766
72,,active_resurvey,Strigidae,Megascops,asio,5,October,10,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Megascopsasio,Megascops:asio,37.12151,-101.897766
73,,active_resurvey,Turdidae,Myadestes,townsendi,5,October,10,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Myadestestownsendi,Myadestes:townsendi,37.12151,-101.897766
74,,active_resurvey,Corvidae,Aphelocoma,woodhouseii,6,October,10,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Aphelocomawoodhouseii,Aphelocoma:woodhouseii,37.12151,-101.897766
75,,active_resurvey,Paridae,Poecile,gambeli,6,October,10,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Poecilegambeli,Poecile:gambeli,37.12151,-101.897766
76,,active_resurvey,Paridae,Poecile,gambeli,7,October,10,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Poecilegambeli,Poecile:gambeli,37.12151,-101.897766
77,,active_resurvey,Paridae,Poecile,gambeli,7,October,10,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Poecilegambeli,Poecile:gambeli,37.12151,-101.897766
78,,active_resurvey,Mimidae,Oreoscoptes,montanus,7,October,10,2020,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Oreoscoptesmontanus,Oreoscoptes:montanus,37.12151,-101.897766
93,,active_resurvey,Strigidae,Bubo,virginianus,23,April,4,2021,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Bubovirginianus,Bubo:virginianus,37.12151,-101.897766
94,,active_resurvey,Picidae,Dryobates,pubescens,23,April,4,2021,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Dryobatespubescens,Dryobates:pubescens,37.12151,-101.897766
95,,active_resurvey,Tyrannidae,Myiarchus,cinerascens,24,April,4,2021,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Myiarchuscinerascens,Myiarchus:cinerascens,37.12151,-101.897766
96,,active_resurvey,Corvidae,Aphelocoma,woodhouseii,24,April,4,2021,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Aphelocomawoodhouseii,Aphelocoma:woodhouseii,37.12151,-101.897766
97,,active_resurvey,Picidae,Leuconotopicus,villosus,24,April,4,2021,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Leuconotopicusvillosus,Leuconotopicus:villosus,37.12151,-101.897766
98,,active_resurvey,Picidae,Dryobates,pubescens,24,April,4,2021,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Dryobatespubescens,Dryobates:pubescens,37.12151,-101.897766
99,,active_resurvey,Picidae,Dryobates,pubescens,24,April,4,2021,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Dryobatespubescens,Dryobates:pubescens,37.12151,-101.897766
100,,active_resurvey,Passerellidae,Peucaea,cassinii,24,April,4,2021,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Peucaeacassinii,Peucaea:cassinii,37.12151,-101.897766
113,,active_resurvey,Strigidae,Bubo,virginianus,21,March,3,2022,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Bubovirginianus,Bubo:virginianus,37.12151,-101.897766
114,,active_resurvey,Strigidae,Bubo,virginianus,21,March,3,2022,Kansas,Morton,Cimarron River,Kansas: Morton Co.; Cimarron River,Bubovirginianus,Bubo:virginianus,37.12151,-101.897766
189,KT_39233,active_resurvey,Paridae,Baeolophus,bicolor,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Baeolophusbicolor,Baeolophus:bicolor,37.18131596,-94.64946533
190,KT_39234,active_resurvey,Icteridae,Sturnella,magna,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sturnellamagna,Sturnella:magna,37.18131596,-94.64946533
191,KT_39235,active_resurvey,Passerellidae,Spizella,pusilla,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Spizellapusilla,Spizella:pusilla,37.18131596,-94.64946533
192,KT_39236,active_resurvey,Picidae,Leuconotopicus,villosus,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Leuconotopicusvillosus,Leuconotopicus:villosus,37.18131596,-94.64946533
193,KT_39237,active_resurvey,Icteridae,Sturnella,magna,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sturnellamagna,Sturnella:magna,37.18131596,-94.64946533
203,KT_39247,active_resurvey,Picidae,Melanerpes,carolinus,15,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Melanerpescarolinus,Melanerpes:carolinus,37.18131596,-94.64946533
204,KT_39248,active_resurvey,Sittidae,Sitta,carolinensis,15,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sittacarolinensis,Sitta:carolinensis,37.18131596,-94.64946533
205,KT_39249,active_resurvey,Picidae,Melanerpes,erythrocephalus,15,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Melanerpeserythrocephalus,Melanerpes:erythrocephalus,37.18131596,-94.64946533
230,KT_39274,active_resurvey,Picidae,Dryobates,pubescens,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Dryobatespubescens,Dryobates:pubescens,37.18131596,-94.64946533
231,KT_39275,active_resurvey,Picidae,Melanerpes,carolinus,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Melanerpescarolinus,Melanerpes:carolinus,37.18131596,-94.64946533
232,KT_39276,active_resurvey,Sittidae,Sitta,carolinensis,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sittacarolinensis,Sitta:carolinensis,37.18131596,-94.64946533
233,KT_39277,active_resurvey,Paridae,Baeolophus,bicolor,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Baeolophusbicolor,Baeolophus:bicolor,37.18131596,-94.64946533
234,KT_39278,active_resurvey,Picidae,Dryobates,pubescens,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Dryobatespubescens,Dryobates:pubescens,37.18131596,-94.64946533
235,KT_39279,active_resurvey,Tyrannidae,Sayornis,phoebe,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sayornisphoebe,Sayornis:phoebe,37.18131596,-94.64946533
236,KT_39280,active_resurvey,Regulidae,Regulus,satrapa,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Regulussatrapa,Regulus:satrapa,37.18131596,-94.64946533
237,KT_39281,active_resurvey,Picidae,Dryobates,pubescens,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Dryobatespubescens,Dryobates:pubescens,37.18131596,-94.64946533
238,KT_39282,active_resurvey,Picidae,Dryobates,pubescens,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Dryobatespubescens,Dryobates:pubescens,37.18131596,-94.64946533
239,KT_39283,active_resurvey,Icteridae,Euphagus,carolinus,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Euphaguscarolinus,Euphagus:carolinus,37.18131596,-94.64946533
240,KT_39284,active_resurvey,Turdidae,Catharus,guttatus,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Catharusguttatus,Catharus:guttatus,37.18131596,-94.64946533
241,KT_39285,active_resurvey,Cardinalidae,Cardinalis,cardinalis,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Cardinaliscardinalis,Cardinalis:cardinalis,37.18131596,-94.64946533
242,KT_39286,active_resurvey,Paridae,Poecile,carolinensis,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Poecilecarolinensis,Poecile:carolinensis,37.18131596,-94.64946533
243,KT_39287,active_resurvey,Paridae,Poecile,carolinensis,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Poecilecarolinensis,Poecile:carolinensis,37.18131596,-94.64946533
244,KT_39288,active_resurvey,Passerellidae,Melospiza,melodia,14,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Melospizamelodia,Melospiza:melodia,37.18131596,-94.64946533
357,KT_39401,active_resurvey,Icteridae,Agelaius,phoeniceus,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Agelaiusphoeniceus,Agelaius:phoeniceus,37.18131596,-94.64946533
358,KT_39402,active_resurvey,Icteridae,Sturnella,magna,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sturnellamagna,Sturnella:magna,37.18131596,-94.64946533
359,KT_39403,active_resurvey,Turdidae,Sialia,sialis,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sialiasialis,Sialia:sialis,37.18131596,-94.64946533
360,KT_39404,active_resurvey,Icteridae,Molothrus,ater,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Molothrusater,Molothrus:ater,37.18131596,-94.64946533
361,KT_39405,active_resurvey,Turdidae,Sialia,sialis,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sialiasialis,Sialia:sialis,37.18131596,-94.64946533
406,KT_39450,active_resurvey,Turdidae,Sialia,sialis,15,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sialiasialis,Sialia:sialis,37.18131596,-94.64946533
407,KT_39451,active_resurvey,Turdidae,Sialia,sialis,15,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sialiasialis,Sialia:sialis,37.18131596,-94.64946533
408,KT_39452,active_resurvey,Icteridae,Sturnella,magna,15,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sturnellamagna,Sturnella:magna,37.18131596,-94.64946533
409,KT_39453,active_resurvey,Icteridae,Sturnella,magna,15,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sturnellamagna,Sturnella:magna,37.18131596,-94.64946533
410,KT_39454,active_resurvey,Scolopacidae,Scolopax,minor,15,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Scolopaxminor,Scolopax:minor,37.18131596,-94.64946533
411,KT_39455,active_resurvey,Accipitridae,Buteo,lineatus,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Buteolineatus,Buteo:lineatus,37.18131596,-94.64946533
412,KT_39456,active_resurvey,Icteridae,Molothrus,ater,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Molothrusater,Molothrus:ater,37.18131596,-94.64946533
413,KT_39457,active_resurvey,Icteridae,Molothrus,ater,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Molothrusater,Molothrus:ater,37.18131596,-94.64946533
414,KT_39458,active_resurvey,Picidae,Sphyrapicus,varius,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Sphyrapicusvarius,Sphyrapicus:varius,37.18131596,-94.64946533
415,KT_39459,active_resurvey,Picidae,Dryocopus,pileatus,16,March,3,2024,Kansas,Cherokee,Spring River Wildlife Area,Kansas: Cherokee Co.; Cherokee Lowlands,Dryocopuspileatus,Dryocopus:pileatus,37.18131596,-94.64946533
101,,active_resurvey,Turdidae,Sialia,sialis,19,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sialiasialis,Sialia:sialis,37.728062,-96.002444
102,,active_resurvey,Passerellidae,Spizella,pusilla,19,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Spizellapusilla,Spizella:pusilla,37.728062,-96.002444
103,,active_resurvey,Parulidae,Setophaga,coronata,19,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Setophagacoronata,Setophaga:coronata,37.728062,-96.002444
104,,active_resurvey,Picidae,Melanerpes,carolinus,19,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Melanerpescarolinus,Melanerpes:carolinus,37.728062,-96.002444
105,,active_resurvey,Passerellidae,Melospiza,melodia,19,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Melospizamelodia,Melospiza:melodia,37.728062,-96.002444
106,,active_resurvey,Passerellidae,Melospiza,melodia,19,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Melospizamelodia,Melospiza:melodia,37.728062,-96.002444
107,,active_resurvey,Paridae,Baeolophus,bicolor,20,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Baeolophusbicolor,Baeolophus:bicolor,37.728062,-96.002444
108,,active_resurvey,Picidae,Dryobates,pubescens,20,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Dryobatespubescens,Dryobates:pubescens,37.728062,-96.002444
109,,active_resurvey,Picidae,Dryobates,pubescens,20,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Dryobatespubescens,Dryobates:pubescens,37.728062,-96.002444
110,,active_resurvey,Turdidae,Sialia,sialis,20,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Sialiasialis,Sialia:sialis,37.728062,-96.002444
111,,active_resurvey,Cardinalidae,Cardinalis,cardinalis,20,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Cardinaliscardinalis,Cardinalis:cardinalis,37.728062,-96.002444
112,,active_resurvey,Troglodytidae,Thryothorus,ludovicianus,20,March,3,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Thryothorusludovicianus,Thryothorus:ludovicianus,37.728062,-96.002444
115,,active_resurvey,Troglodytidae,Thryomanes,bewickii,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Thryomanesbewickii,Thryomanes:bewickii,37.728062,-96.002444
116,,active_resurvey,Troglodytidae,Thryomanes,bewickii,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Thryomanesbewickii,Thryomanes:bewickii,37.728062,-96.002444
117,,active_resurvey,Paridae,Poecile,carolinensis,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
118,,active_resurvey,Paridae,Poecile,carolinensis,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
119,,active_resurvey,Paridae,Poecile,carolinensis,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
120,,active_resurvey,Paridae,Poecile,carolinensis,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
128,,active_resurvey,Troglodytidae,Thryomanes,bewickii,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Thryomanesbewickii,Thryomanes:bewickii,37.728062,-96.002444
129,,active_resurvey,Troglodytidae,Thryomanes,bewickii,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Thryomanesbewickii,Thryomanes:bewickii,37.728062,-96.002444
130,,active_resurvey,Paridae,Poecile,carolinensis,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
131,,active_resurvey,Paridae,Poecile,carolinensis,1,April,4,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
132,,active_resurvey,Paridae,Poecile,carolinensis,1,April,,2022,Kansas,Greenwood,Hibbard Ranch,Kansas: Greenwood Co.; Hibbard Ranch,Poecilecarolinensis,Poecile:carolinensis,37.728062,-96.002444
